id,kerajinan,warna,kesulitan,kategori,jenis_benang,ukuran_benang,link,gambar
73,Hamster,"[{""id"": 9, ""nama"": ""pink""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1sYv1IrRQFC1fIW84bEmB5aCmvs6KgtHj/view?usp=sharing,hamster.png
74,Hati,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1BbtO4ZlKzhNdINLniYnOiXEyx9YnAeIf/view?usp=drive_link,hati.png
75,Headphone Sprout,"[{""id"": 7, ""nama"": ""hijau""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}]","[{""id"": 35, ""nama"": ""medium""}]",https://youtu.be/jbMKDhgx4eM?si=TwDjFXhO1k4iCpqo,headphone-sprout.png
76,Hooded Scarf Kantung,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 21, ""nama"": ""pakaian""}, {""id"": 22, ""nama"": ""aksesoris""}, {""id"": 26, ""nama"": ""syal""}]","[{""id"": 28, ""nama"": ""polyester""}]","[{""id"": 38, ""nama"": ""jumbo""}]",https://drive.google.com/file/d/1H6bPbFOH6ZH8bpmDjC05ytkoUYHMKXuC/view?usp=sharing,hooded-scarf.png
77,Hot Dog,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/14n5FIzjGz8HqtanuAjyqDNkKPchvxKQz/view?usp=sharing,hotdog-png
78,Ikan,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1aYuQnxgPMjOnkGjHLtWMpmBYG2xKkDuB/view?usp=sharing,ikan.png
79,iPad Sleeve,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 9, ""nama"": ""pink""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}, {""id"" :18, ""nama"": ""amigurumi""}]","[{""id"": 29, ""nama"": ""katun""}]","[{""id"": 36, ""nama"": ""fine""}]",https://youtu.be/xhRSyRJx8CM?si=akkqA1G0vxkURyYW,ipad-sleeve.png
80,Jagung,"[{""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/16HfPdddjSOWFSDS2LJhDrtaVdJSXNSfm/view?usp=sharing,jagung.png
81,Jaket Raglan,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 16, ""nama"": ""sulit""}, {""id"": 17, ""nama"": ""sangat sulit""}]","[{""id"": 21, ""nama"": ""pakaian""}, {""id"": 23, ""nama"": ""baju""}, {""id"": 24, ""nama"": ""jaket""}]","[{""id"": 31, ""nama"": ""wol""}]","[{""id"": 38, ""nama"": ""bulky""}]",https://drive.google.com/file/d/1YWiaR1JoUx5ZQPvIdbV-7fpIy5uJt1Jl/view?usp=sharing,jaket-raglan.png
82,Jambu,"[{""id"": 7, ""nama"": ""hijau""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1qhUFTXGvmcAD9jZycFEuADq-jaD-ZmeE/view?usp=sharing,jambu.png
83,Jamur,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 11, ""nama"": ""coklat muda""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1v0TYUa58d2-88ZP4ISEvy0eIpeJxBCfQ/view?usp=sharing,jamur.png
84,Jeruk,"[{""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1Sh623dwFWnlTfd1paQmzze21S6313nnT/view?usp=drive_link,jeruk.png
85,Jus Jeruk,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 5, ""nama"": ""jingga""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1BkZ0KstbjkaQxiJGEst18-OnakjBlJS_/view?usp=drive_link,jus-jeruk.png
86,Kacang Polong,"[{""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1P5K6_b-yNi6s2XpTbHioWI7cgbzT94Xl/view?usp=sharing,kacang-polong.png
87,Kacang Polong 2,"[{""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1iM-qzzU46RtshjKyyjBpJmRq7O13Q7tj/view?usp=drive_link,kacang-polong -2.png
88,Kaktus Barrel,"[{""id"": 7, ""nama"": ""hijau""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1ksVHEDG_qd5w7PvKQ7zAH11cc_e1oW2t/view?usp=sharing,kaktus-barrel.png
89,Kaktus Sanguaro,"[{""id"": 7, ""nama"": ""hijau""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/13xnu0IPtPY5Eze2MJXRXUoAwYkReRm5H/view?usp=sharing,kaktus-sanguaro.png
90,Kantung Botol,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 19, ""nama"": ""barang""}]","[{""id"": 30, ""nama"": ""akrilik""}, {""id"": 32, ""nama"": ""rayon""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1eZP3Fz6JcGsdTVG8wRX-8XmNhULmtr8z/view?usp=sharing,kantung-botol.png
91,Kantung HP,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 29, ""nama"": ""katun""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1IH1bOn25mDerA33bwZmv4k13LYasVDDh/view?usp=sharing,kantung-hp.png
92,Kaus Kaki,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 21, ""nama"": ""pakaian""}]","[{""id"": 31, ""nama"": ""wol""}, {""id"": 33, ""nama"": ""nilon""}]","[{""id"": 39, ""nama"": ""super fine""}]",https://drive.google.com/file/d/14Xm1j2b4HScR90KL5-pPtc-ySZPwUdIz/view?usp=sharing,kaus-kaki.png
93,Kebaya Kutubaru,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 16, ""nama"": ""sulit""}, {""id"": 17, ""nama"": ""sangat sulit""}]","[{""id"": 21, ""nama"": ""pakaian""}, {""id"": 23, ""nama"": ""baju""}]","[{""id"": 29, ""nama"": ""katun""}]","[{""id"": 35, ""nama"": ""medium""}]",https://trakteer.id/artbhitec/showcase,kebaya-kutubaru.png
94,Keju,"[{""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1TGkzQ5Cty1xs1Epu7Fkh0KcUnXNlOEnG/view?usp=sharing,keju.png
95,Kelapa,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1QLiGz5pHm2VfysN2NzawdYdm0RNhqBQx/view?usp=sharing,kelapa.png
96,Kelinci,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1WQmwCy_V84XLHGDhIXmWi6uJFlM38G1h/view?usp=sharing,kelinci.png
97,Kembang Api,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1oaAC0Kbku6U1qeO6kSTNNr1e4d221M-R/view?usp=sharing,kembang-api.png
98,Kentang,"[{""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1sWNX1aoIDCDYq3xPnZ8KSRUUhVLixWSX/view?usp=sharing,kentang.png
99,Kentang Goreng,"[{""id"": 4, ""nama"": ""merah""}, {""id"": 6, ""nama"": ""kuning""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1Qqs8K9LFA43OuWAVfCEqgewxNMxHOQ8B/view?usp=sharing,kentang-goreng.png
100,Kepiting,"[{""id"": 4, ""nama"": ""merah""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1P_vLVSoIg49V-QTaHGA0_CVf4QPV43tZ/view?usp=sharing,kepiting.png
101,Keranjang Tinos,"[{""id"": 7, ""nama"": ""hijau""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 30, ""nama"": ""akrilik""}, {""id"": 42, ""nama"": ""alpaca""}]","[{""id"": 38, ""nama"": ""jumbo""}]",https://drive.google.com/file/d/1_OtBzU9ne3znxr4j0vt7SNLa6iw3W6zn/view?usp=sharing,keranjang-tinos.png
102,Keset Alamogordo,"[{""id"": 4, ""nama"": ""merah""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 9, ""nama"": ""ungu""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 19, ""nama"": ""barang""}]","[{""id"": 28, ""nama"": ""polyester""}]","[{""id"": 38, ""nama"": ""jumbo""}]",https://drive.google.com/file/d/1rRmU0yemb3weleCDa_bzljbpdwXG13iW/view?usp=sharing,keset-alamogordo.png
103,Kiwi,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1gvy0eOxiX6w2fBVZSPtQNTuhohmgcQVz/view?usp=sharing,kiwi.png
104,Klementin,"[{""id"": 5, ""nama"": ""jingga""}, {""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1gvy0eOxiX6w2fBVZSPtQNTuhohmgcQVz/view?usp=sharing,klementin.png
105,Kubis,"[{""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1DS_HI82lxIEwtXmuRiPP9zDgf8sk8w3k/view?usp=drive_link,kubis.png
106,Kubis Mini,"[{""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1YjGuPDCqI14FesJ4Qu_dujLd22ZHHSIh/view?usp=sharing,kubis-mini.png
107,Kuda Laut,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1-AjZejpBEFaWOGCgZ8KXwWxg2jHK7evt/view?usp=sharing,kuda-laut.png
108,Kuda Nil,"[{""id"": 3, ""nama"": ""abu-abu""}, {""id"": 10, ""nama"": ""ungu""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/11rsgkIfwqZOXwgB5B5W0A9Kd8u21psf5/view?usp=sharing,kuda.png
109,Kue Anggur,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 10, ""nama"": ""ungu""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1iS34VfOiL3DvVuzqaJKOv9ynF1XLeseV/view?usp=drive_link,kue.pul
110,Kue Lemon,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}, {""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1WaDWe5Sv17gAiSTGcapibOzI1MCetWon/view?usp=drive_link,kue-kue-lemon.png
111,Kue St. Patrick,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}, {""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1w9VaJh2py8JcG4dfzMeijpELRmfMYFy9/view?usp=drive_link,kue-st-patrick.png
